XCoord,YCoord,FID,OBJECTID,JOIN_COUNT,TARGET_FID,HOUSEHOLD_,HOUSEHOLD1,EA_ID,EA_ID2,RURAL,SAQ01,YEAR,PTRACK,REGION,LATITUDE,LONGITUDE,JOIN_COU_1,TARGET_F_1,WEREDA_ID,RECNO,W6ID,NAME,ISO_CTRY,OLDLVLID,D_POINT,SHAPE_LENG,ID_0,ISO,NAME_0,ID_1,NAME_1,ID_2,NAME_2,ID_3,NAME_3,TYPE_3,ENGTYPE_3,NL_NAME_3,VARNAME_3,SHAPE_LE_1,SHAPE_AR_1
380308.34010156,1586937.47931055,10,11,5,38,1010101601060.000000,10101088801600000.000000,101010160,0,Rural,Tigray,2014,Both waves,Tigray,14.353816,37.890876,1,10,222.000000,222.000000,010102,Tahtay Adiyabo,ET,ETP007005007000000000,0,349771.368222,74,ETH,Ethiopia,11,Tigray,72,Western Tigray,559,Asegede Tsimbela,Woreda,District, ,Asegede Tsimbila|Asgedi,2.583433,0.197058
380308.34010156,1586937.47931055,11,12,5,38,1010101601080.000000,10101088801600000.000000,101010160,101010160,Rural,Tigray,2012,Both waves,Tigray,14.353816,37.890876,1,11,222.000000,222.000000,010102,Tahtay Adiyabo,ET,ETP007005007000000000,0,349771.368222,74,ETH,Ethiopia,11,Tigray,72,Western Tigray,559,Asegede Tsimbela,Woreda,District, ,Asegede Tsimbila|Asgedi,2.583433,0.197058
380308.34010156,1586937.47931055,12,13,5,38,1010101601080.000000,10101088801600000.000000,101010160,0,Rural,Tigray,2014,Both waves,Tigray,14.353816,37.890876,1,12,222.000000,222.000000,010102,Tahtay Adiyabo,ET,ETP007005007000000000,0,349771.368222,74,ETH,Ethiopia,11,Tigray,72,Western Tigray,559,Asegede Tsimbela,Woreda,District, ,Asegede Tsimbila|Asgedi,2.583433,0.197058
380308.34010156,1586937.47931055,13,14,5,38,1010101601090.000000,10101088801600000.000000,101010160,101010160,Rural,Tigray,2012,Both waves,Tigray,14.353816,37.890876,1,13,222.000000,222.000000,010102,Tahtay Adiyabo,ET,ETP007005007000000000,0,349771.368222,74,ETH,Ethiopia,11,Tigray,72,Western Tigray,559,Asegede Tsimbela,Woreda,District, ,Asegede Tsimbila|Asgedi,2.583433,0.197058
380308.34010156,1586937.47931055,14,15,5,38,1010101601090.000000,10101088801600000.000000,101010160,0,Rural,Tigray,2014,Both waves,Tigray,14.353816,37.890876,1,14,222.000000,222.000000,010102,Tahtay Adiyabo,ET,ETP007005007000000000,0,349771.368222,74,ETH,Ethiopia,11,Tigray,72,Western Tigray,559,Asegede Tsimbela,Woreda,District, ,Asegede Tsimbila|Asgedi,2.583433,0.197058
380308.34010156,1586937.47931055,15,16,5,38,1010101601100.000000,10101088801600000.000000,101010160,101010160,Rural,Tigray,2012,Both waves,Tigray,14.353816,37.890876,1,15,222.000000,222.000000,010102,Tahtay Adiyabo,ET,ETP007005007000000000,0,349771.368222,74,ETH,Ethiopia,11,Tigray,72,Western Tigray,559,Asegede Tsimbela,Woreda,District, ,Asegede Tsimbila|Asgedi,2.583433,0.197058
380308.34010156,1586937.47931055,16,17,5,38,1010101601100.000000,10101088801600000.000000,101010160,0,Rural,Tigray,2014,Both waves,Tigray,14.353816,37.890876,1,16,222.000000,222.000000,010102,Tahtay Adiyabo,ET,ETP007005007000000000,0,349771.368222,74,ETH,Ethiopia,11,Tigray,72,Western Tigray,559,Asegede Tsimbela,Woreda,District, ,Asegede Tsimbila|Asgedi,2.583433,0.197058
380308.34010156,1586937.47931055,17,18,5,38,1010101601120.000000,10101088801600000.000000,101010160,101010160,Rural,Tigray,2012,Both waves,Tigray,14.353816,37.890876,1,17,222.000000,222.000000,010102,Tahtay Adiyabo,ET,ETP007005007000000000,0,349771.368222,74,ETH,Ethiopia,11,Tigray,72,Western Tigray,559,Asegede Tsimbela,Woreda,District, ,Asegede Tsimbila|Asgedi,2.583433,0.197058
380308.34010156,1586937.47931055,18,19,5,38,1010101601120.000000,10101088801600000.000000,101010160,0,Rural,Tigray,2014,Both waves,Tigray,14.353816,37.890876,1,18,222.000000,222.000000,010102,Tahtay Adiyabo,ET,ETP007005007000000000,0,349771.368222,74,ETH,Ethiopia,11,Tigray,72,Western Tigray,559,Asegede Tsimbela,Woreda,District, ,Asegede Tsimbila|Asgedi,2.583433,0.197058
380308.34010156,1586937.47931055,19,20,5,38,1010101601130.000000,10101088801600000.000000,101010160,101010160,Rural,Tigray,2012,Both waves,Tigray,14.353816,37.890876,1,19,222.000000,222.000000,010102,Tahtay Adiyabo,ET,ETP007005007000000000,0,349771.368222,74,ETH,Ethiopia,11,Tigray,72,Western Tigray,559,Asegede Tsimbela,Woreda,District, ,Asegede Tsimbila|Asgedi,2.583433,0.197058
380308.34010156,1586937.47931055,20,21,5,38,1010101601130.000000,10101088801600000.000000,101010160,0,Rural,Tigray,2014,Both waves,Tigray,14.353816,37.890876,1,20,222.000000,222.000000,010102,Tahtay Adiyabo,ET,ETP007005007000000000,0,349771.368222,74,ETH,Ethiopia,11,Tigray,72,Western Tigray,559,Asegede Tsimbela,Woreda,District, ,Asegede Tsimbila|Asgedi,2.583433,0.197058
380308.34010156,1586937.47931055,21,22,5,38,1010101601150.000000,10101088801600000.000000,101010160,101010160,Rural,Tigray,2012,Both waves,Tigray,14.353816,37.890876,1,21,222.000000,222.000000,010102,Tahtay Adiyabo,ET,ETP007005007000000000,0,349771.368222,74,ETH,Ethiopia,11,Tigray,72,Western Tigray,559,Asegede Tsimbela,Woreda,District, ,Asegede Tsimbila|Asgedi,2.583433,0.197058
380308.34010156,1586937.47931055,22,23,5,38,1010101601150.000000,10101088801600000.000000,101010160,0,Rural,Tigray,2014,Both waves,Tigray,14.353816,37.890876,1,22,222.000000,222.000000,010102,Tahtay Adiyabo,ET,ETP007005007000000000,0,349771.368222,74,ETH,Ethiopia,11,Tigray,72,Western Tigray,559,Asegede Tsimbela,Woreda,District, ,Asegede Tsimbila|Asgedi,2.583433,0.197058
414724.21396799,1579581.44894212,23,24,0,0,1010201403000.000000,10102088801400000.000000,101020140,101020140,Rural,Tigray,2012,Both waves,Tigray,14.288590,38.210252,0,23,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,24,25,0,0,1010201403000.000000,10102088801400000.000000,101020140,0,Rural,Tigray,2014,Both waves,Tigray,14.288590,38.210252,0,24,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,25,26,0,0,1010201403010.000000,10102088801400000.000000,101020140,101020140,Rural,Tigray,2012,Both waves,Tigray,14.288590,38.210252,0,25,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,26,27,0,0,1010201403010.000000,10102088801400000.000000,101020140,0,Rural,Tigray,2014,Both waves,Tigray,14.288590,38.210252,0,26,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,27,28,0,0,1010201403020.000000,10102088801400000.000000,101020140,101020140,Rural,Tigray,2012,Both waves,Tigray,14.288590,38.210252,0,27,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,28,29,0,0,1010201403020.000000,10102088801400000.000000,101020140,0,Rural,Tigray,2014,Both waves,Tigray,14.288590,38.210252,0,28,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,29,30,0,0,1010201403030.000000,10102088801400000.000000,101020140,101020140,Rural,Tigray,2012,Both waves,Tigray,14.288590,38.210252,0,29,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,30,31,0,0,1010201403030.000000,10102088801400000.000000,101020140,0,Rural,Tigray,2014,Both waves,Tigray,14.288590,38.210252,0,30,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,31,32,0,0,1010201403030.000000,10102088801400000.000000,101020140,101020140,Rural,Tigray,2012,Both waves,Tigray,14.288590,38.210252,0,31,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,32,33,0,0,1010201403030.000000,10102088801400000.000000,101020140,0,Rural,Tigray,2014,Both waves,Tigray,14.288590,38.210252,0,32,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,33,34,0,0,1010201403040.000000,10102088801400000.000000,101020140,101020140,Rural,Tigray,2012,Both waves,Tigray,14.288590,38.210252,0,33,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,34,35,0,0,1010201403040.000000,10102088801400000.000000,101020140,0,Rural,Tigray,2014,Both waves,Tigray,14.288590,38.210252,0,34,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,35,36,0,0,1010201403050.000000,10102088801400000.000000,101020140,101020140,Rural,Tigray,2012,Both waves,Tigray,14.288590,38.210252,0,35,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,36,37,0,0,1010201403050.000000,10102088801400000.000000,101020140,0,Rural,Tigray,2014,Both waves,Tigray,14.288590,38.210252,0,36,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,37,38,0,0,1010201403060.000000,10102088801400000.000000,101020140,101020140,Rural,Tigray,2012,Both waves,Tigray,14.288590,38.210252,0,37,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,38,39,0,0,1010201403060.000000,10102088801400000.000000,101020140,0,Rural,Tigray,2014,Both waves,Tigray,14.288590,38.210252,0,38,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,39,40,0,0,1010201403090.000000,10102088801400000.000000,101020140,101020140,Rural,Tigray,2012,Both waves,Tigray,14.288590,38.210252,0,39,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,40,41,0,0,1010201403090.000000,10102088801400000.000000,101020140,0,Rural,Tigray,2014,Both waves,Tigray,14.288590,38.210252,0,40,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,41,42,0,0,1010201403110.000000,10102088801400000.000000,101020140,101020140,Rural,Tigray,2012,Both waves,Tigray,14.288590,38.210252,0,41,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,42,43,0,0,1010201403110.000000,10102088801400000.000000,101020140,0,Rural,Tigray,2014,Both waves,Tigray,14.288590,38.210252,0,42,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,43,44,0,0,1010201403120.000000,10102088801400000.000000,101020140,101020140,Rural,Tigray,2012,Both waves,Tigray,14.288590,38.210252,0,43,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,44,45,0,0,1010201403120.000000,10102088801400000.000000,101020140,0,Rural,Tigray,2014,Both waves,Tigray,14.288590,38.210252,0,44,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,45,46,0,0,1010201403140.000000,10102088801400000.000000,101020140,101020140,Rural,Tigray,2012,Both waves,Tigray,14.288590,38.210252,0,45,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
414724.21396799,1579581.44894212,46,47,0,0,1010201403140.000000,10102088801400000.000000,101020140,0,Rural,Tigray,2014,Both waves,Tigray,14.288590,38.210252,0,46,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,47,48,0,0,1010300106000.000000,10103010100100000.000000,101030010,101030010,small town,Tigray,2012,Both waves,Tigray,14.109761,38.473835,0,47,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,48,49,0,0,1010300106000.000000,10103010100100000.000000,101030010,0,Small town (urban),Tigray,2014,Both waves,Tigray,14.109761,38.473835,0,48,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,49,50,0,0,1010300106020.000000,10103010100100000.000000,101030010,101030010,small town,Tigray,2012,Both waves,Tigray,14.109761,38.473835,0,49,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
378775.63824781,1561396.11704379,50,51,0,0,1010300106020.000000,10103010100100000.000000,101030010,0,Small town (urban),Tigray,2014,Both waves,Tigray,14.122854,37.877805,0,50,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,51,52,0,0,1010300106030.000000,10103010100100000.000000,101030010,101030010,small town,Tigray,2012,Both waves,Tigray,14.109761,38.473835,0,51,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
412566.91821130,1581054.43183273,52,53,0,0,1010300106030.000000,10103010100100000.000000,101030010,0,Small town (urban),Tigray,2014,Both waves,Tigray,14.301840,38.190204,0,52,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,53,54,0,0,1010300106040.000000,10103010100100000.000000,101030010,101030010,small town,Tigray,2012,Both waves,Tigray,14.109761,38.473835,0,53,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,54,55,0,0,1010300106040.000000,10103010100100000.000000,101030010,0,Small town (urban),Tigray,2014,Both waves,Tigray,14.109761,38.473835,0,54,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,55,56,0,0,1010300106050.000000,10103010100100000.000000,101030010,101030010,small town,Tigray,2012,Both waves,Tigray,14.109761,38.473835,0,55,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,56,57,0,0,1010300106050.000000,10103010100100000.000000,101030010,0,Small town (urban),Tigray,2014,Both waves,Tigray,14.109761,38.473835,0,56,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,57,58,0,0,1010300106060.000000,10103010100100000.000000,101030010,101030010,small town,Tigray,2012,Both waves,Tigray,14.109761,38.473835,0,57,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,58,59,0,0,1010300106060.000000,10103010100100000.000000,101030010,0,Small town (urban),Tigray,2014,Both waves,Tigray,14.109761,38.473835,0,58,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,59,60,0,0,1010300106080.000000,10103010100100000.000000,101030010,101030010,small town,Tigray,2012,Both waves,Tigray,14.109761,38.473835,0,59,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,60,61,0,0,1010300106080.000000,10103010100100000.000000,101030010,0,Small town (urban),Tigray,2014,Both waves,Tigray,14.109761,38.473835,0,60,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,61,62,0,0,1010300106090.000000,10103010100100000.000000,101030010,101030010,small town,Tigray,2012,Both waves,Tigray,14.109761,38.473835,0,61,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,62,63,0,0,1010300106090.000000,10103010100100000.000000,101030010,0,Small town (urban),Tigray,2014,Both waves,Tigray,14.109761,38.473835,0,62,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,63,64,0,0,1010300106100.000000,10103010100100000.000000,101030010,101030010,small town,Tigray,2012,Both waves,Tigray,14.109761,38.473835,0,63,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,64,65,0,0,1010300106100.000000,10103010100100000.000000,101030010,0,Small town (urban),Tigray,2014,Both waves,Tigray,14.109761,38.473835,0,64,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,65,66,0,0,1010300106110.000000,10103010100100000.000000,101030010,101030010,small town,Tigray,2012,Both waves,Tigray,14.109761,38.473835,0,65,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,66,67,0,0,1010300106110.000000,10103010100100000.000000,101030010,0,Small town (urban),Tigray,2014,Both waves,Tigray,14.109761,38.473835,0,66,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,67,68,0,0,1010300106120.000000,10103010100100000.000000,101030010,101030010,small town,Tigray,2012,Both waves,Tigray,14.109761,38.473835,0,67,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,68,69,0,0,1010300106120.000000,10103010100100000.000000,101030010,0,Small town (urban),Tigray,2014,Both waves,Tigray,14.109761,38.473835,0,68,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,69,70,0,0,1010300106140.000000,10103010100100000.000000,101030010,101030010,small town,Tigray,2012,Both waves,Tigray,14.109761,38.473835,0,69,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443110.05626165,1559722.18911178,70,71,0,0,1010300106140.000000,10103010100100000.000000,101030010,0,Small town (urban),Tigray,2014,Both waves,Tigray,14.109761,38.473835,0,70,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443746.23869785,1530337.02833952,71,72,0,0,1010301804000.000000,10103088801800000.000000,101030180,101030180,Rural,Tigray,2012,Both waves,Tigray,13.844084,38.480325,0,71,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443746.23869785,1530337.02833952,72,73,0,0,1010301804000.000000,10103088801800000.000000,101030180,0,Rural,Tigray,2014,Both waves,Tigray,13.844084,38.480325,0,72,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443746.23869785,1530337.02833952,73,74,0,0,1010301804020.000000,10103088801800000.000000,101030180,101030180,Rural,Tigray,2012,Both waves,Tigray,13.844084,38.480325,0,73,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443746.23869785,1530337.02833952,74,75,0,0,1010301804020.000000,10103088801800000.000000,101030180,0,Rural,Tigray,2014,Both waves,Tigray,13.844084,38.480325,0,74,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443746.23869785,1530337.02833952,75,76,0,0,1010301804030.000000,10103088801800000.000000,101030180,101030180,Rural,Tigray,2012,Both waves,Tigray,13.844084,38.480325,0,75,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443746.23869785,1530337.02833952,76,77,0,0,1010301804030.000000,10103088801800000.000000,101030180,0,Rural,Tigray,2014,Both waves,Tigray,13.844084,38.480325,0,76,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443746.23869785,1530337.02833952,77,78,0,0,1010301804050.000000,10103088801800000.000000,101030180,101030180,Rural,Tigray,2012,Both waves,Tigray,13.844084,38.480325,0,77,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443746.23869785,1530337.02833952,78,79,0,0,1010301804050.000000,10103088801800000.000000,101030180,0,Rural,Tigray,2014,Both waves,Tigray,13.844084,38.480325,0,78,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443746.23869785,1530337.02833952,79,80,0,0,1010301804050.000000,10103088801800000.000000,101030180,101030180,Rural,Tigray,2012,Both waves,Tigray,13.844084,38.480325,0,79,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443746.23869785,1530337.02833952,80,81,0,0,1010301804050.000000,10103088801800000.000000,101030180,0,Rural,Tigray,2014,Both waves,Tigray,13.844084,38.480325,0,80,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443746.23869785,1530337.02833952,81,82,0,0,1010301804050.000000,10103088801800000.000000,101030180,101030180,Rural,Tigray,2012,Both waves,Tigray,13.844084,38.480325,0,81,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443746.23869785,1530337.02833952,82,83,0,0,1010301804050.000000,10103088801800000.000000,101030180,0,Rural,Tigray,2014,Both waves,Tigray,13.844084,38.480325,0,82,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443746.23869785,1530337.02833952,83,84,0,0,1010301804070.000000,10103088801800000.000000,101030180,101030180,Rural,Tigray,2012,Both waves,Tigray,13.844084,38.480325,0,83,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
443746.23869785,1530337.02833952,84,85,0,0,1010301804070.000000,10103088801800000.000000,101030180,0,Rural,Tigray,2014,Both waves,Tigray,13.844084,38.480325,0,84,0.000000,0.000000, , , , ,0,0.000000,0, , ,0, ,0, ,0, , , , , ,0.000000,0.000000
